time,phase_shift
-1.7763568394002505e-15,-0.15000000000000036
0.03517241379310178,-0.16999999999999993
0.07034482758620533,-0.20000000000000018
0.10551724137930889,-0.23000000000000043
0.14068965517241244,-0.25
0.17586206896551598,-0.2699999999999996
0.21103448275861955,-0.2999999999999998
0.24620689655172312,-0.3099999999999996
0.28137931034482666,-0.33000000000000007
0.3165517241379302,-0.3600000000000003
0.35172413793103374,-0.3700000000000001
0.38689655172413734,-0.3899999999999997
0.4220689655172409,-0.41999999999999993
0.4572413793103444,-0.4500000000000002
0.492413793103448,-0.46999999999999975
0.5275862068965516,0.47999999999999954
0.5627586206896551,0.4399999999999995
0.5979310344827586,0.3899999999999997
0.6331034482758622,0.33000000000000007
0.6682758620689657,0.2699999999999996
0.7034482758620693,0.20000000000000018
0.7386206896551729,0.1299999999999999
0.7737931034482765,0.07000000000000028
0.80896551724138,0.019999999999999574
0.8441379310344835,-0.009999999999999787
0.8793103448275871,-0.040000000000000036
0.9144827586206906,-0.07000000000000028
0.9496551724137942,-0.11000000000000032
0.9848275862068978,-0.1299999999999999
1.0200000000000014,-0.16999999999999993
