time,phase_shift
0.0,-0.009999999999999787
0.034482758620689655,-0.02999999999999936
0.06896551724137931,-0.04999999999999982
0.10344827586206896,-0.0699999999999994
0.13793103448275862,-0.08000000000000007
0.1724137931034483,-0.08999999999999986
0.20689655172413793,-0.09999999999999964
0.24137931034482757,-0.10999999999999943
0.27586206896551724,-0.10999999999999943
0.3103448275862069,-0.10999999999999943
0.3448275862068966,-0.10999999999999943
0.3793103448275862,-0.10999999999999943
0.41379310344827586,-0.09999999999999964
0.4482758620689655,-0.08999999999999986
0.48275862068965514,-0.05999999999999961
0.5172413793103449,-0.040000000000000036
0.5517241379310345,-0.009999999999999787
0.5862068965517241,0.010000000000000675
0.6206896551724138,0.05000000000000071
0.6551724137931034,0.08000000000000007
0.6896551724137931,0.09000000000000075
0.7241379310344828,0.11000000000000032
0.7586206896551724,0.11000000000000032
0.7931034482758621,0.11000000000000032
0.8275862068965517,0.10000000000000053
0.8620689655172413,0.08000000000000007
0.896551724137931,0.0600000000000005
0.9310344827586207,0.040000000000000036
0.9655172413793103,0.010000000000000675
1.0,-0.009999999999999787
