pulse_time,phase_shift
0.0,0.0
0.034482758620688454,0.0
0.06896551724138039,-0.02941176470588348
0.10344827586206884,-0.04901960784313797
0.13793103448276078,-0.07843137254901797
0.17241379310344923,-0.10784313725490145
0.20689655172413768,-0.14705882352941044
0.24137931034482962,-0.1764705882352939
0.27586206896551807,-0.2156862745098029
0.3103448275862065,-0.23529411764705738
0.34482758620689846,-0.28431372549019535
0.3793103448275869,-0.3137254901960788
0.41379310344827885,-0.3529411764705878
0.4482758620689673,-0.4019607843137258
0.48275862068965575,-0.4411764705882348
0.5172413793103477,-0.47058823529411825
0.5517241379310361,0.45098039215686375
0.5862068965517246,0.4215686274509803
0.6206896551724166,0.3921568627450968
0.655172413793105,0.3529411764705878
0.6896551724137969,0.3137254901960788
0.7241379310344854,0.28431372549019535
0.7586206896551738,0.23529411764705738
0.7931034482758658,0.2058823529411774
0.8275862068965543,0.16666666666666494
0.8620689655172427,0.13725490196078494
0.8965517241379346,0.08823529411764695
0.9310344827586231,0.05882352941176348
0.965517241379315,0.02941176470588348
1.0000000000000036,0.0
