time,phase_shift
0.0,-0.01
0.03482758620689648,-0.04
0.06965517241379296,-0.07
0.10448275862068945,-0.1
0.13931034482758592,-0.12
0.1741379310344824,-0.15
0.2089655172413789,-0.18
0.2437931034482754,-0.21
0.27862068965517184,-0.24
0.31344827586206836,-0.27
0.3482758620689648,-0.31
0.38310344827586135,-0.34
0.4179310344827578,-0.38
0.4527586206896543,-0.43
0.4875862068965508,-0.48
0.5224137931034472,0.46
0.5572413793103437,0.42
0.5920689655172403,0.38
0.6268965517241367,0.34
0.6617241379310332,0.3
0.6965517241379297,0.26
0.7313793103448262,0.22
0.7662068965517227,0.19
0.8010344827586191,0.15
0.8358620689655156,0.11
0.8706896551724121,0.08
0.9055172413793086,0.05
0.9403448275862051,0.02
0.9751724137931016,0.0
1.009999999999998,0.0
