periods,amplitudes
0.75,3.0
0.7550505050505051,3.0
0.76010101010101,3.0
0.7651515151515151,3.0
0.7702020202020202,3.0
0.7752525252525253,3.0
0.7803030303030303,3.0
0.7853535353535354,3.0
0.7904040404040404,3.0
0.7954545454545454,3.0
0.8005050505050505,3.0
0.8055555555555556,3.0
0.8106060606060606,3.0
0.8156565656565656,3.0
0.8207070707070707,3.0
0.8257575757575758,3.0
0.8308080808080808,3.0
0.8358585858585859,3.0
0.8409090909090909,3.0
0.8459595959595959,3.0
0.851010101010101,3.0
0.8560606060606061,3.0
0.8611111111111112,3.0
0.8661616161616161,3.0
0.8712121212121212,3.0
0.8762626262626263,2.9765625
0.8813131313131313,2.7421875
0.8863636363636364,2.6484375
0.8914141414141414,2.1796875
0.8964646464646465,2.2734375
0.9015151515151515,1.8984375
0.9065656565656566,1.7109375
0.9116161616161617,1.5703125
0.9166666666666666,1.4765625
0.9217171717171717,1.3359375
0.9267676767676768,1.1953125
0.9318181818181818,1.0546875
0.9368686868686869,1.0078125
0.9419191919191919,0.8671875
0.946969696969697,0.8203125
0.952020202020202,0.6328125
0.9570707070707071,0.5859375
0.9621212121212122,0.4453125
0.9671717171717171,0.3984375
0.9722222222222222,0.2578125
0.9772727272727273,0.2109375
0.9823232323232324,0.0
0.9873737373737373,0.0
0.9924242424242424,0.0
0.9974747474747475,0.0
1.0025252525252526,0.0
1.0075757575757576,0.0
1.0126262626262625,0.0
1.0176767676767677,0.0
1.0227272727272727,0.1640625
1.0277777777777777,0.2109375
1.0328282828282829,0.3046875
1.0378787878787878,0.3984375
1.042929292929293,0.4921875
1.047979797979798,0.4921875
1.053030303030303,0.6328125
1.0580808080808082,0.6328125
1.0631313131313131,0.7265625
1.0681818181818181,0.7265625
1.0732323232323233,0.8203125
1.0782828282828283,0.8203125
1.0833333333333333,0.9609375
1.0883838383838385,0.9609375
1.0934343434343434,1.0546875
1.0984848484848484,1.0546875
1.1035353535353536,1.1015625
1.1085858585858586,1.1484375
1.1136363636363635,1.2421875
1.1186868686868687,1.2890625
1.1237373737373737,1.3359375
1.128787878787879,1.3828125
1.1338383838383839,1.4296875
1.1388888888888888,1.4765625
1.143939393939394,1.5234375
1.148989898989899,1.5234375
1.154040404040404,1.5703125
1.1590909090909092,1.6171875
1.1641414141414141,1.7109375
1.1691919191919191,1.7109375
1.1742424242424243,1.7578125
1.1792929292929293,1.8046875
1.1843434343434343,1.8515625
1.1893939393939394,1.8515625
1.1944444444444444,1.8515625
1.1994949494949494,1.9921875
1.2045454545454546,1.9921875
1.2095959595959596,2.0390625
1.2146464646464648,2.0390625
1.2196969696969697,2.1328125
1.2247474747474747,2.1328125
1.22979797979798,2.1328125
1.2348484848484849,2.1796875
1.2398989898989898,2.2265625
1.244949494949495,2.2734375
1.25,2.3671875
